complexity,sql,question
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag BETWEEN 10 AND 15",Which stars in Gaia DR3 have a parallax greater than 0.1 mas and a G magnitude between 10 and 15?
Complex,"SELECT COUNT(DISTINCT ra), COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 0 AND pmra > 50 AND pmdec > 50",How many distinct stars in Gaia DR3 have a positive parallax and proper motions (pmra and pmdec) greater than 50 mas/yr?
Complex,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 1 AND 1.5 AND dec BETWEEN -1 AND -0.5 ORDER BY phot_g_mean_mag ASC LIMIT 10",List the top 10 faintest stars in the sky box defined by right ascension between 1 and 1.5 and declination between -1 and -0.5.
Complex,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE (ra BETWEEN 3 AND 4 AND dec BETWEEN 3 AND 4) AND (parallax BETWEEN 0.05 AND 0.15) GROUP BY ra, dec, parallax HAVING COUNT(*) > 100",Identify the sky box defined by right ascension between 3 and 4 and declination between 3 and 4 where the parallax value is between 0.05 and 0.15 and there are more than 100 stars in this region.
Complex,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE (ra BETWEEN 0 AND 1 AND dec BETWEEN 0 AND 1) AND (phot_g_mean_mag < 12) ORDER BY pmra DESC LIMIT 5","List the top 5 stars with the highest proper motion in right ascension within the sky box defined by right ascension between 0 and 1 and declination between 0 and 1, and with G magnitude less than 12."
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1",What are the declinations and right ascensions of stars with right ascensions between 0 and 1?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 1,How many stars have a parallax measurement greater than 1?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE pmra BETWEEN -1 AND 1,What are the G-band magnitudes of stars with proper motions in right ascension between -1 and 1?
Simple,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE dec BETWEEN -1 AND 1","What are the right ascensions, declinations, and parallaxes of stars with declinations between -1 and 1?"
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10",What are the proper motions in right ascension and declination for stars with G-band magnitude less than 10?
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1.0",What are the coordinates and apparent magnitudes of stars with a parallax measurement greater than 1.0 milliarcseconds?
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100",Identify stars with proper motions in both RA and Dec between -100 and 100 milliarcseconds per year.
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10 ORDER BY phot_g_mean_mag ASC LIMIT 10","List the top 10 faintest stars in the Gaia catalog with a magnitude less than 10, ordered by their magnitude."
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 40 AND dec BETWEEN -20 AND -15",Retrieve the parallax measurements of stars located in the specific region of the sky with right ascension between 35 and 40 degrees and declination between -20 and -15 degrees.
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 180 AND dec BETWEEN -90 AND 90 GROUP BY ra, dec, phot_g_mean_mag HAVING COUNT(*) > 100","Find the coordinates and magnitudes of all regions in the sky (right ascension from 0 to 180, declination from -90 to 90) where there are more than 100 stars with similar coordinates and magnitudes."
Medium,"')."" AND gaiadr3.tmass_source.dec BETWEEN "".($dec - $radius)."" AND "".($dec + $radius)."" AND gaiadr3.gaia_source.phot_g_mean_mag < 15","Find all stars within a 10 degree radius around a specific sky coordinate (right ascension = 30, declination = -20) with a Gaia magnitude less than 15 and their corresponding 2MASS sources."";"
Medium,"SELECT gaiadr3.gaia_source.ra, gaiadr3.gaia_source.dec, gaiadr3.gaia_source.phot_g_mean_mag, gaiadr3.tmass_source.jmag FROM gaiadr3.gaia_source JOIN gaiadr3.tmass_source ON gaiadr3.gaia_source.ra = gaiadr3.tmass_source.ra AND gaiadr3.gaia_source.dec = gaiadr3.tmass_source.dec WHERE gaiadr3.gaia_source.phot_g_mean_mag < 10.0","List the right ascension, declination, Gaia magnitude, and 2MASS J-band magnitude for stars with a Gaia magnitude less than 10, along with their corresponding 2MASS J-band magnitude."
Medium,"SELECT gaiadr3.gaia_source.ra, gaiadr3.gaia_source.dec, gaiadr3.gaia_source.phot_g_mean_mag, gaiadr3.tmass_source.jmag FROM gaiadr3.gaia_source JOIN gaiadr3.tmass_source ON gaiadr3.gaia_source.ra = gaiadr3.tmass_source.ra AND gaiadr3.gaia_source.dec = gaiadr3.tmass_source.dec WHERE gaiadr3.gaia_source.phot_g_mean_mag < 8.0","Find stars with a Gaia magnitude less than 8 and their corresponding 2MASS J-band magnitude, and list their right ascension, declination, Gaia magnitude, and 2MASS J-band magnitude."
Medium,"1.  SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 2.0 AND phot_g_mean_mag < 10.0",Identify stars with a parallax greater than 2.0 milliarcseconds and a Gaia magnitude less than
Complex,"1.  SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax < 0.1 AND phot_g_mean_mag BETWEEN 10 AND 15 AND (pmra**2 + pmdec**2) > 100","Identify stars with a parallax less than 0.1 milliarcseconds, a G-band magnitude between 10 and 15, and a combined proper motion greater than 100 mas/yr."
Complex,"2.  SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE (ra BETWEEN 180 AND 240) AND (dec BETWEEN -5 AND 5) AND (parallax / phot_g_mean_mag) > 0.01",Find stars within the specified region (right ascension between 180 and 240 degrees and declination between -5 and 5 degrees) where the ratio of parallax to G-band magnitude is greater than 0.01.
Complex,"3.  SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra > 100 AND pmdec > 100) OR (pmra < -100 AND pmdec < -100) AND (phot_g_mean_mag < 11)",Identify stars with a combined proper motion in the same direction (both positive or both negative) exceeding 100 mas/yr and a G-band magnitude less than 11.
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra > 180 AND ra < 181",Which stars are located between 180 and 181 degrees in right ascension?
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1 AND parallax < 2",What is the parallax and G magnitude of stars with parallax values between 1 and 2 milliarcseconds?
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmra < 101",What are the proper motions in right ascension (pmra) of stars with pmra values between 100 and 101 milliarcseconds/yr?
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10",Which stars have a G magnitude less than 10?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE dec > -30 AND dec < -29,How many stars are located between -30 and -29 degrees in declination?
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra > 180 AND ra < 181","Which stars are located between 180 and 181 degrees in right ascension, and are useful for studying the Galactic plane in this region?"
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1 AND parallax < 2","Identify the stars with parallax values between 1 and 2 milliarcseconds, as these are likely to be closer to Earth and useful for studying nearby stellar populations."
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmra < 101","Determine the proper motions in right ascension (pmra) of stars with pmra values between 100 and 101 milliarcseconds/yr, focusing on those with notable movement in this direction."
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10","List the stars with a G magnitude less than 10, which are likely to be bright and visible from Earth, aiding in the study of bright stellar objects."
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE dec > -30 AND dec < -29,"Count the number of stars located between -30 and -29 degrees in declination, to understand the stellar density in this specific region of the sky."
Medium,"1.  SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15","List the right ascension, declination, parallax, and G magnitude of stars with a parallax greater than 0.1 milliarcseconds and a G magnitude less than 15."
Medium,2.  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec > 100,How many stars in Gaia DR3 have a proper motion in right ascension and declination greater than 100 milliarcseconds per year?
Medium,"3.  SELECT ra, dec, SQRT.Pow(pmra, 2) + SQRT.Pow(pmdec, 2) AS pmagnitude FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 180","Calculate the proper motion magnitude and display the right ascension, declination, and the combined proper motion for stars with right ascensions between 0 and 180 degrees."
Medium,"4.  SELECT AVG(parallax), AVG(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE dec BETWEEN -30 AND 30",What are the average parallax and G magnitude for stars in Gaia DR3 with declinations between -30 and 30 degrees?
Medium,5.  SELECT COUNT(DISTINCT ra) FROM gaiadr3.gaia_source WHERE dec BETWEEN -10 AND 10 AND parallax > 0.05,How many distinct right ascensions are there for stars in the Gaia DR3 database with declinations between -10 and 10 degrees and parallaxes greater than 0.05 milliarcseconds?
Complex,"SELECT COUNT(*) AS star_count, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1 GROUP BY phot_g_mean_mag","How many stars with a parallax greater than 1 are there, grouped by their G magnitude?"
Complex,"SELECT AVG(parallax), AVG(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 180 AND dec BETWEEN -90 AND 90",What is the average parallax and average G magnitude for stars located in the sky region between 0 and 180 degrees in RA and -90 and 90 degrees in Dec?
Complex,"SELECT ra, dec, SQRT(POW(pmra, 2) + POW(pmdec, 2)) AS pm_speed FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec > 100","What are the RA, Dec, and proper motion speed (in mas/yr) of stars with proper motion rates greater than 100 mas/yr in both RA and Dec?"
Complex,"SELECT AVG(parallax), MIN(phot_g_mean_mag), MAX(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE ra > 90 AND ra < 150 AND dec > -30 AND dec < 30",What is the average parallax and the range of G magnitudes for stars located between 90 and 150 degrees in RA and -30 to 30 degrees in Dec?
Complex,"SELECT COUNT(DISTINCT phot_g_mean_mag) AS unique_magnitudes, COUNT(*) AS total_stars FROM gaiadr3.gaia_source WHERE parallax IS NOT NULL AND pmra IS NOT NULL AND pmdec IS NOT NULL","How many unique G magnitudes and the total number of stars are there in the Gaia source catalog where all the parallax, proper motion in RA, and proper motion in Dec are non-null?"
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra BETWEEN 1 AND 2",What are the declinations of sources with right ascensions between 1 and 2?
Simple,"SELECT parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15",What is the parallax and g-band magnitude for sources with g-band magnitude less than 15?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra > 10,How many sources have a proper motion in right ascension greater than 10 milliarcseconds per year?
Simple,"SELECT ra, dec, pmdec FROM gaiadr3.gaia_source WHERE dec BETWEEN -1 AND 1",What are the right ascension and declination of sources with declinations between -1 and 1 degree?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 0.5,How many sources have a parallax greater than 0.5 milliarcseconds?
Simple,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 5 AND pmdec > 5","What are the right ascension, declination, and proper motion (both RA and Dec) of sources with proper motion in right ascension and declination both greater than 5 milliarcseconds per year?"
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra BETWEEN -10 AND 10 AND pmdec BETWEEN -10 AND 10,How many sources have a proper motion in right ascension and declination within the range of -10 to 10 milliarcseconds per year?
Simple,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 20 OR pmdec > 20","What are the right ascension, declination, and proper motion (both RA and Dec) of sources with either proper motion in right ascension or declination greater than 20 milliarcseconds per year?"
Simple,"SELECT AVG(pmra), AVG(pmdec) FROM gaiadr3.gaia_source WHERE parallax > 0.1",What are the average proper motions in right ascension and declination for sources with a parallax greater than 0.1 milliarcseconds?
Simple,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra < -15 AND pmdec < -15","What are the right ascension, declination, and proper motion (both RA and Dec) of sources with proper motion in right ascension and declination both less than -15 milliarcseconds per year?"
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.5 AND 1.5 AND phot_g_mean_mag < 16.0;",Find stars with a parallax between 0.5 and 1.5 milliarcseconds and a G-band magnitude less than 16.0.
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 30.0 AND 40.0 AND dec BETWEEN -30.0 AND -20.0;","Retrieve the right ascension, declination, proper motion in right ascension (pmra), and proper motion in declination (pmdec) for stars within the specified rectangular area."
Medium,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE (phot_g_mean_mag - 5 * log10(parallax) + 5) BETWEEN 15.0 AND 18.0;","Identify stars with apparent magnitudes between 15.0 and 18.0, accounting for distance using parallax."
Medium,"SELECT COUNT(DISTINCT ra) AS num_stars, dec FROM gaiadr3.gaia_source WHERE dec BETWEEN -50.0 AND -40.0 AND parallax > 1.0;",Count the number of unique right ascensions (ra) for stars in the specified declination range with a parallax greater than 1.0 milliarcseconds.
Medium,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra**2 + pmdec**2) > 5000000 AND ra BETWEEN 150.0 AND 160.0;","Find stars with a combined proper motion greater than 5,000 mas/yr and a right ascension between 150° and 160°."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 1 AND phot_g_mean_mag < 15","What are the right ascension, declination, parallax, and G-band magnitude for stars with a parallax greater than 1 milliarcsecond and a G-band magnitude less than 15?"
Complex,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra BETWEEN -100 AND 100 AND pmdec BETWEEN -100 AND 100","What are the right ascension and declination, along with proper motions in right ascension and declination, for stars with proper motions between -100 and 100 milliarcseconds per year in both directions?"
Complex,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 10 AND 15 AND dec BETWEEN -1 AND 1","What are the right ascension, declination, and parallax for stars located between 10 and 15 hours in right ascension and between -1 and 1 degrees in declination?"
Complex,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag BETWEEN 10 AND 20 AND parallax IS NULL","What are the right ascension, declination, and G-band magnitude for stars with magnitudes between 10 and 20 and no parallax measurement?"
Complex,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra ** 2 + pmdec ** 2) ** 0.5 > 500","What are the right ascension and declination, along with proper motions in right ascension and declination, for stars with a combined proper motion magnitude greater than 500 milliarcseconds per year?"
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra > 0 AND ra < 360",Which stars are located within the celestial equatorial coordinate system?
Simple,SELECT parallax FROM gaiadr3.gaia_source WHERE parallax > 0.01 AND parallax < 1,What stars have parallaxes between 0.01 and 1 milliarcseconds?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15,Which stars have a G-band magnitude brighter than 15?
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 1 AND pmdec > 1",What stars are moving in the sky with proper motions greater than 1 milliarcsecond/year in both RA and Dec directions?
Simple,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 60 AND dec BETWEEN -30 AND -20",Which stars are located in the sky coordinates between RA 30 and 60 degrees and Dec -30 and -20 degrees?
Medium,"SELECT ra, dec, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.1 AND 0.5 AND pmra > 100","What are the Right Ascension, Declination, and G-band magnitude for stars with a parallax between 0.1 and 0.5 milliarcseconds and a proper motion in Right Ascension greater than 100 mas/yr?"
Medium,SELECT COUNT(*) AS star_count FROM gaiadr3.gaia_source WHERE (pmra BETWEEN -50 AND 50) AND (pmdec BETWEEN -50 AND 50) AND (phot_g_mean_mag < 12),How many stars have a G-band magnitude less than 12 and proper motions within ±50 mas/yr in both Right Ascension and Decl
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE ra > 0 AND ra < 360",What are the Right Ascensions and Declinations for stars within the celestial sphere?
Simple,SELECT parallax FROM gaiadr3.gaia_source WHERE parallax > 0.01 AND parallax < 1,What is the parallax measurement for stars with parallax values between 0.01 and 1 milliarcseconds?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10,What is the apparent magnitude in the G band for stars with a magnitude less than 10?
Simple,"SELECT pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > -100 AND pmra < 100",What are the proper motions in Right Ascension for stars with proper motion values between -100 and 100 milliarcseconds per year?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE dec > -90 AND dec < 90,How many stars are located within the declination range from -90 to 90 degrees?
Medium,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 0.2 AND phot_g_mean_mag < 15,How many stars in the Gaia DR3 catalog have a parallax greater than 0.2 milliarcseconds and a G magnitude less than 15?
Medium,"SELECT AVG(parallax), AVG(pmra), AVG(pmdec) FROM gaiadr3.gaia_source WHERE ra BETWEEN 10 AND 20 AND dec BETWEEN -20 AND -10","What are the average parallax, proper motion in RA, and proper motion in Dec for stars in the Gaia DR3 catalog located between 10 and 20 degrees in RA and -20 and -10 degrees in Dec?"
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 11.5 AND pmra > 100 AND pmdec > 100","Retrieve the right ascension, declination, and parallax for stars in the Gaia DR3 catalog with a G magnitude less than 11.5 and a proper motion in both RA and Dec greater than 100 milliarcseconds per year."
Medium,SELECT COUNT(DISTINCT phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.1 AND 0.3 AND ra BETWEEN 0 AND 1,How many unique G magnitudes are there for stars in the Gaia DR3 catalog with a parallax between 0.1 and 0.3 milliarcseconds and located between 0 and 1 degree in right ascension?
Medium,SELECT AVG(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE pmra BETWEEN -50 AND 50 AND pmdec BETWEEN -50 AND 50 AND parallax > 0.15,What is the average G magnitude for stars in the Gaia DR3 catalog with a proper motion in both RA and Dec between -50 and 50 milliarcseconds per year and a parallax greater than 0.15 milliarcseconds?
Complex,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 1 AND phot_g_mean_mag < 15,How many stars in the Gaia DR3 catalog have a parallax greater than 1 milliarcsecond and a G magnitude less than 15?
Complex,"SELECT AVG(parallax), AVG(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE ra BETWEEN 35 AND 40 AND dec BETWEEN -2 AND 2",What is the average parallax and G magnitude of stars in the Gaia DR3 catalog with right ascension between 35 and 40 degrees and declination between -2 and 2 degrees?
Complex,"SELECT pmra, pmdec, COUNT(*) FROM gaiadr3.gaia_source WHERE ra BETWEEN 0 AND 1 AND dec BETWEEN -1 AND 1 GROUP BY pmra, pmdec","How many stars in the Gaia DR3 catalog have proper motions with right ascension between 0 and 1 degree and declination between -1 and 1 degree, and what are the counts grouped by proper motion in right ascension and declination?"
Complex,"SELECT ra, dec, COUNT(*) FROM gaiadr3.gaia_source WHERE parallax BETWEEN 0.5 AND 1.5 AND phot_g_mean_mag BETWEEN 10 AND 15 GROUP BY ra, dec","How many stars in the Gaia DR3 catalog have parallaxes between 0.5 and 1.5 milliarcseconds and G magnitudes between 10 and 15, and what are the counts grouped by right ascension and declination?"
Complex,"SELECT AVG(parallax), AVG(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE pmra > 100 AND pmdec > 100",What is the average parallax and G magnitude of stars in the Gaia DR3 catalog with proper motions in right ascension and declination greater than 100 mas/yr?
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE parallax > 0.1;",Which stars have a parallax greater than 0.1 milliarcseconds?
Simple,SELECT phot_g_mean_mag FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 10;,What is the magnitude of stars that are brighter than magnitude 10?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra > 5;,How many stars have a proper motion in right ascension greater than 5 milliarcseconds per year?
Simple,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 60;",Which stars have right ascension between 30 and 60 degrees?
Simple,SELECT pmdec FROM gaiadr3.gaia_source WHERE pmdec < -20;,What is the declination proper motion of stars that are moving southward at a rate less than -20 milliarcseconds per year?
Simple,"SELECT ra, dec, pmra, pmdec FROM gaiadr3.gaia_source WHERE pmra > 10 AND pmdec > 10;",Which stars have a proper motion in right ascension and declination both greater than 10 milliarcseconds per year?
Simple,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag < 15 ORDER BY parallax DESC;","Which stars have a parallax greater than 0.1 milliarcseconds and a magnitude less than 15, ordered by parallax in descending order?"
Simple,"SELECT ra, dec, parallax, phot_g_mean_mag FROM gaiadr3.gaia_source WHERE parallax > 0.01 ORDER BY parallax DESC LIMIT 10;","Which are the top 10 stars with the highest parallax values, and what are their magnitudes?"
Simple,"SELECT ra, dec, phot_g_mean_mag, pmra FROM gaiadr3.gaia_source WHERE pmra > 5 ORDER BY pmra DESC LIMIT 5;","Which are the top 5 stars with the highest proper motion in right ascension, and what are their declination and magnitude?"
Simple,"SELECT ra, dec, phot_g_mean_mag, pmdec FROM gaiadr3.gaia_source WHERE pmdec > -20 ORDER BY pmdec DESC LIMIT 3;","Which are the top 3 stars with the highest proper motion in declination, and what are their right ascension and magnitude?"
Medium,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 1.0 AND phot_g_mean_mag < 18.0,How many stars in the Gaia DR3 catalog have a parallax greater than 1.0 milliarcseconds and a G magnitude less than 18.0?
Medium,"SELECT AVG(parallax), AVG(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE ra BETWEEN 30.0 AND 40.0 AND dec BETWEEN -20.0 AND -10.0",What is the average parallax and G magnitude of stars in the Gaia DR3 catalog located between RA 30.0 and 40.0 and Dec -20.0 and -10.0?
Medium,SELECT COUNT(DISTINCT source_id) FROM gaiadr3.gaia_source WHERE pmra > 10.0 AND pmdec > 10.0,How many unique stars in the Gaia DR3 catalog have proper motions (pmra and pmdec) both greater than 10.0 mas/yr?
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15.0 AND parallax IS NOT NULL ORDER BY parallax DESC LIMIT 10","List the right ascension (RA), declination (Dec), and parallax of the top 10 brightest stars (G magnitude < 15.0) in the Gaia DR3 catalog that have non-null parallax values, sorted by parallax in descending order."
Medium,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE ra BETWEEN 0.0 AND 10.0 AND (phot_g_mean_mag - 5 * log10(parallax/1000.0) + 5) < 10.0,How many stars in the Gaia DR3 catalog located between RA 0.0 and 10.0 have an apparent visual magnitude (using the absolute magnitude formula) less than 10.0?
Medium,Assistant:  SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE parallax > 1.0 AND phot_g_mean_mag < 18.0,How many stars in the Gaia DR3 catalog have a parallax greater than 1.0 milliarcseconds and a G magnitude less than 18.0?
Medium,"SELECT AVG(parallax), AVG(phot_g_mean_mag) FROM gaiadr3.gaia_source WHERE ra BETWEEN 30.0 AND 40.0 AND dec BETWEEN -20.0 AND -10.0",What is the average parallax and G magnitude of stars in the Gaia DR3 catalog located between RA 30.0 and 40.0 and Dec -20.0 and -10.0?
Medium,SELECT COUNT(DISTINCT source_id) FROM gaiadr3.gaia_source WHERE pmra > 10.0 AND pmdec > 10.0,How many unique stars in the Gaia DR3 catalog have proper motions (pmra and pmdec) both greater than 10.0 milliarcseconds per year?
Medium,"SELECT ra, dec, parallax FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15.0 AND parallax IS NOT NULL ORDER BY parallax DESC LIMIT 10","List the right ascension (RA), declination (Dec), and parallax of the top 10 brightest stars (G magnitude < 15.0) in the Gaia DR3 catalog that have non-null parallax values, sorted by parallax in descending order."
Medium,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE ra BETWEEN 0.0 AND 10.0 AND (phot_g_mean_mag - 5 * log10(parallax/1000.0) + 5) < 10.0,How many stars in the Gaia DR3 catalog located between RA 0.0 and 10.0 have an apparent visual magnitude (using the absolute magnitude formula) less than 10.0?
Medium,[query],[natural language question]
Medium,SELECT COUNT(*) FROM gaiadr3.gaia_source,How many stars are in the Gaia DR3 catalog?
Medium,"SELECT ra, dec FROM gaiadr3.gaia_source LIMIT 10",List the right ascension (RA)
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE parallax > 0.1 AND phot_g_mean_mag BETWEEN 5 AND 10",Which stars have a parallax greater than 0.1 milliarcseconds and have a G magnitude between 5 and 10?
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE ra BETWEEN 30 AND 60 AND dec BETWEEN -30 AND -20 AND parallax IS NOT NULL","Identify stars located in the celestial region between RA 30 to 60 degrees and Dec -30 to -20 degrees, and ensure the parallax is not missing."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE (pmra**2 + pmdec**2) > 100 AND parallax > 0.05 AND phot_g_mean_mag < 15","Find stars with a high proper motion (pmra and pmdec combined) greater than 100 mas/yr, a parallax greater than 0.05 milliarcseconds, and a G magnitude less than 15."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE (ra - 270) * cos(radians(dec)) BETWEEN -1 AND 1 AND phot_g_mean_mag < 18","Select stars within 1 degree of the Galactic Center in the sky (considering the Galactic coordinate transformation), and have a G magnitude less than 18."
Complex,"SELECT ra, dec, parallax, phot_g_mean_mag, pmra, pmdec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15 AND (pmra > 100 OR pmdec > 100) AND parallax > 0.01","Identify stars with a G magnitude less than 15, either having a pmra or pmdec greater than 100 mas/yr, and a parallax greater than 0.01 milliarcseconds."
Complex,,"Identify stars within 8 degrees of the Hyades cluster, centered at RA 04h 35m and Dec +12°."
Complex,,"Identify stars within 3 degrees of the Pleiades cluster, centered at RA 03h 47m and Dec +24°."
Simple,"SELECT ra, dec FROM gaiadr3.gaia_source WHERE phot_g_mean_mag < 15",What are the right ascension and declination of stars with a G-band magnitude less than 15?
Simple,SELECT parallax FROM gaiadr3.gaia_source WHERE parallax > 0.1,What is the parallax value of stars with a parallax greater than 0.1 milliarcseconds?
Simple,SELECT COUNT(*) FROM gaiadr3.gaia_source WHERE pmra > 1,How many stars have a proper motion in right ascension greater than 1 milliarcsecond per year?
Simple,SELECT pmdec FROM gaiadr3.gaia_source WHERE pmdec BETWEEN -1 AND 1,What are the declination proper motion values of stars with declination proper motion between -1 and 1 milliarcsecond per year?
